isHelpful,response,created_at,WM Entities
False,CBD for dogs. not searchable,2020-10-02 12:24:19,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 1, 'SERVICE': 1}, 'entities': [{'key': 'CBD', 'label': 'PRODUCT_TAG', 'text': 'CBD', 'token_end': 1, 'token_start': 0}, {'key': 'dog', 'label': 'SERVICE', 'text': 'dogs', 'token_end': 3, 'token_start': 2}, {'key': 'searchable', 'label': 'PRODUCT', 'text': 'searchable', 'token_end': 6, 'token_start': 5}]}"
False,Highmeds.com,2020-09-19 18:26:30,"{'labels': {'ORG': 1}, 'entities': [{'key': 'Highmeds.com', 'label': 'ORG', 'text': 'Highmeds.com', 'token_end': 1, 'token_start': 0}]}"
False,I want a pound of weed not weed with pound in the name,2020-10-06 23:44:21,"{'labels': {}, 'entities': []}"
False,Chips,2020-09-19 16:46:11,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'chip', 'label': 'PRODUCT', 'text': 'Chips', 'token_end': 1, 'token_start': 0}]}"
False,Cookies cereal milk,2020-10-09 22:36:11,"{'labels': {'PRODUCT': 1, 'STRAIN': 1}, 'entities': [{'key': 'cookie', 'label': 'PRODUCT', 'text': 'Cookies', 'token_end': 1, 'token_start': 0}, {'key': 'cereal milk', 'label': 'STRAIN', 'text': 'cereal milk', 'token_end': 3, 'token_start': 1}]}"
False,"easy street gummies, where to get them ?
",2020-10-02 15:22:25,"{'labels': {'ORG': 1, 'PRODUCT': 1}, 'entities': [{'key': 'easy street', 'label': 'ORG', 'text': 'easy street', 'token_end': 2, 'token_start': 0}, {'key': 'gummie', 'label': 'PRODUCT', 'text': 'gummies', 'token_end': 3, 'token_start': 2}]}"
False,"Recreational dispensaries
",2020-09-20 11:35:08,"{'labels': {'SERVICE': 2}, 'entities': [{'key': 'recreational', 'label': 'SERVICE', 'text': 'Recreational', 'token_end': 1, 'token_start': 0}, {'key': 'storefront', 'label': 'SERVICE', 'text': 'dispensaries', 'token_end': 2, 'token_start': 1}]}"
False,aucapulco  gold,2020-09-23 19:03:38,"{'labels': {'ORG': 1}, 'entities': [{'key': 'aucapulco', 'label': 'ORG', 'text': 'aucapulco', 'token_end': 1, 'token_start': 0}]}"
False,Sugar candy strain,2020-09-22 15:50:44,"{'labels': {'PRODUCT': 1, 'TAGKIND': 1}, 'entities': [{'key': 'candy', 'label': 'PRODUCT', 'text': 'candy', 'token_end': 2, 'token_start': 1}, {'key': 'strain', 'label': 'TAGKIND', 'text': 'strain', 'token_end': 3, 'token_start': 2}]}"
False,Gummies,2020-10-09 14:51:56,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'gummie', 'label': 'PRODUCT', 'text': 'Gummies', 'token_end': 1, 'token_start': 0}]}"
False,I am really interested in purchasing Lemon Kush. It works best for me,2020-09-23 16:32:22,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'Lemon Kush', 'label': 'STRAIN', 'text': 'Lemon Kush', 'token_end': 8, 'token_start': 6}]}"
False,"Syrups lollipops

",2020-10-10 19:47:28,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'syrup lollipop', 'label': 'STRAIN', 'text': 'Syrups lollipops', 'token_end': 2, 'token_start': 0}]}"
False,Can’t find the mushrooms anywhere,2020-10-05 21:54:53,"{'labels': {}, 'entities': []}"
False,"butter
",2020-09-24 20:47:37,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'butter', 'label': 'PRODUCT', 'text': 'butter', 'token_end': 1, 'token_start': 0}]}"
False,Indoor flower,2020-10-13 9:24:52,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'flower', 'label': 'PRODUCT', 'text': 'flower', 'token_end': 2, 'token_start': 1}]}"
False,"No toad,😢
No brownie scout😢",2020-09-26 1:50:15,"{'labels': {'GPE': 2, 'STRAIN': 1}, 'entities': [{'key': 'no toad', 'label': 'GPE', 'text': 'No toad', 'token_end': 2, 'token_start': 0}, {'key': '😢', 'label': 'GPE', 'text': '😢\n', 'token_end': 5, 'token_start': 3}, {'key': 'brownie scout', 'label': 'STRAIN', 'text': 'brownie scout', 'token_end': 8, 'token_start': 6}]}"
False,Not quality hash rosin,2020-09-25 20:24:50,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'rosin', 'label': 'PRODUCT', 'text': 'rosin', 'token_end': 4, 'token_start': 3}]}"
False,"Hilltop gardens, cicada, ok craft kings, leaf logic 
Solventless hash rosin (ice water hash, sho,ect)

Should be easier to go along with OUT THE DOOR PRICING ",2020-10-08 7:56:09,"{'labels': {'GPE': 4, 'PRODUCT': 1, 'PRODUCT_TAG': 2, 'RETAILER': 1, 'STRAIN': 1}, 'entities': [{'key': 'hilltop garden', 'label': 'RETAILER', 'text': 'Hilltop gardens', 'token_end': 2, 'token_start': 0}, {'key': 'cicada', 'label': 'GPE', 'text': 'cicada', 'token_end': 4, 'token_start': 3}, {'key': 'ok', 'label': 'GPE', 'text': 'ok', 'token_end': 6, 'token_start': 5}, {'key': 'craft king', 'label': 'GPE', 'text': 'craft kings', 'token_end': 8, 'token_start': 6}, {'key': 'leaf logic', 'label': 'GPE', 'text': 'leaf logic', 'token_end': 11, 'token_start': 9}, {'key': 'solventless', 'label': 'PRODUCT_TAG', 'text': 'Solventless', 'token_end': 13, 'token_start': 12}, {'key': 'rosin', 'label': 'PRODUCT', 'text': 'rosin', 'token_end': 15, 'token_start': 14}, {'key': 'ice', 'label': 'STRAIN', 'text': 'ice', 'token_end': 17, 'token_start': 16}, {'key': 'sho', 'label': 'PRODUCT_TAG', 'text': 'sho', 'token_end': 21, 'token_start': 20}]}"
False,I need high dose tincture 1500mg for sleep. I have found for $45 an ounce but no Arkansas dispensaries have this item. I could get a lesser mg for a $140 but no thanks. I guess I just keep the insomnia.,2020-09-26 16:02:33,"{'labels': {'GPE': 2, 'MONEY': 2, 'PRODUCT': 1, 'PRODUCT_TAG': 4, 'QUANTITY': 2, 'RETAILER': 1, 'SERVICE': 1}, 'entities': [{'key': 'tincture', 'label': 'PRODUCT', 'text': 'tincture', 'token_end': 5, 'token_start': 4}, {'key': '1500 mg', 'label': 'PRODUCT_TAG', 'text': '1500mg', 'token_end': 7, 'token_start': 5}, {'key': 'sleep', 'label': 'PRODUCT_TAG', 'text': 'sleep', 'token_end': 9, 'token_start': 8}, {'key': 'find', 'label': 'PRODUCT_TAG', 'text': 'found', 'token_end': 13, 'token_start': 12}, {'key': '$ 45', 'label': 'MONEY', 'text': '$45', 'token_end': 16, 'token_start': 14}, {'key': 'ounce', 'label': 'QUANTITY', 'text': 'ounce', 'token_end': 18, 'token_start': 17}, {'key': 'Arkansas', 'label': 'GPE', 'text': 'Arkansas', 'token_end': 21, 'token_start': 20}, {'key': 'storefront', 'label': 'SERVICE', 'text': 'dispensaries', 'token_end': 22, 'token_start': 21}, {'key': 'item', 'label': 'GPE', 'text': 'item', 'token_end': 25, 'token_start': 24}, {'key': '$ 140', 'label': 'MONEY', 'text': '$140', 'token_end': 36, 'token_start': 34}, {'key': 'but', 'label': 'QUANTITY', 'text': 'but', 'token_end': 37, 'token_start': 36}, {'key': 'just keep', 'label': 'RETAILER', 'text': 'just keep', 'token_end': 45, 'token_start': 43}, {'key': 'insomnia', 'label': 'PRODUCT_TAG', 'text': 'insomnia', 'token_end': 47, 'token_start': 46}]}"
False,Dreamers sativa chocolates where can I buy them,2020-10-01 14:45:12,"{'labels': {'PRODUCT': 2, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'sativa', 'label': 'PRODUCT_TAG', 'text': 'sativa', 'token_end': 2, 'token_start': 1}, {'key': 'chocolate', 'label': 'PRODUCT', 'text': 'chocolates', 'token_end': 3, 'token_start': 2}, {'key': '-PRON-', 'label': 'PRODUCT', 'text': 'them', 'token_end': 8, 'token_start': 7}]}"
False,Just Spoonful of Sugar GLP 74 per cent thx.,2020-10-01 18:23:52,"{'labels': {'RETAILER': 1, 'TAGKIND': 1}, 'entities': [{'key': 'just spoonful of', 'label': 'RETAILER', 'text': 'Just Spoonful of', 'token_end': 3, 'token_start': 0}, {'key': 'cent', 'label': 'TAGKIND', 'text': 'cent', 'token_end': 8, 'token_start': 7}]}"
False,The Shop in Ypsilanti Mi,2020-10-08 17:48:53,"{'labels': {'GPE': 2, 'RETAILER': 1}, 'entities': [{'key': 'the shop', 'label': 'RETAILER', 'text': 'The Shop', 'token_end': 2, 'token_start': 0}, {'key': 'Ypsilanti', 'label': 'GPE', 'text': 'Ypsilanti', 'token_end': 4, 'token_start': 3}, {'key': 'Mi', 'label': 'GPE', 'text': 'Mi', 'token_end': 5, 'token_start': 4}]}"
False,I was looking for deals the dispensaries sometimes give people on their birthday.,2020-09-29 2:26:02,"{'labels': {'GPE': 1, 'SERVICE': 2}, 'entities': [{'key': 'deal', 'label': 'SERVICE', 'text': 'deals', 'token_end': 5, 'token_start': 4}, {'key': 'storefront', 'label': 'SERVICE', 'text': 'dispensaries', 'token_end': 7, 'token_start': 6}, {'key': 'people', 'label': 'GPE', 'text': 'people', 'token_end': 10, 'token_start': 9}]}"
False,What are your hours,2020-10-11 14:24:25,"{'labels': {'GPE': 1}, 'entities': [{'key': '-PRON- hour', 'label': 'GPE', 'text': 'your hours', 'token_end': 4, 'token_start': 2}]}"
False,Can't find clones...,2020-09-29 15:57:08,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'clone', 'label': 'PRODUCT', 'text': 'clones', 'token_end': 4, 'token_start': 3}]}"
False,Wax,2020-10-18 21:29:05,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'concentrates', 'label': 'PRODUCT', 'text': 'Wax', 'token_end': 1, 'token_start': 0}]}"
False,Im sorry but your carts are too expensive for me! Do you offer any discounts?,2020-10-13 15:36:05,"{'labels': {'GPE': 1, 'SERVICE': 1}, 'entities': [{'key': 'discount', 'label': 'SERVICE', 'text': 'discounts', 'token_end': 17, 'token_start': 16}, {'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 18, 'token_start': 17}]}"
True,exact,2020-10-13 20:51:12,"{'labels': {}, 'entities': []}"
False,"Looking for indica; no or little sativa...
",2020-10-17 22:59:03,"{'labels': {'PRODUCT_TAG': 2}, 'entities': [{'key': 'indica', 'label': 'PRODUCT_TAG', 'text': 'indica', 'token_end': 3, 'token_start': 2}, {'key': 'sativa', 'label': 'PRODUCT_TAG', 'text': 'sativa', 'token_end': 8, 'token_start': 7}]}"
False,you should show actual nic vapes to,2020-10-20 16:56:50,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'vape', 'label': 'PRODUCT', 'text': 'vapes', 'token_end': 6, 'token_start': 5}]}"
False,Where can I find Bob Saget??,2020-10-15 0:52:49,"{'labels': {'GPE': 2}, 'entities': [{'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 7, 'token_start': 6}, {'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 8, 'token_start': 7}]}"
False,tinctures?,2020-10-20 0:47:03,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'tincture', 'label': 'PRODUCT', 'text': 'tinctures', 'token_end': 1, 'token_start': 0}]}"
False,looking for Green Crack try flower,2020-10-22 17:58:20,"{'labels': {'PRODUCT': 1, 'STRAIN': 1}, 'entities': [{'key': 'Green Crack', 'label': 'STRAIN', 'text': 'Green Crack', 'token_end': 4, 'token_start': 2}, {'key': 'flower', 'label': 'PRODUCT', 'text': 'flower', 'token_end': 6, 'token_start': 5}]}"
False,maybe thats something the state needs is a quality inspector for the cultivators... someone who lit one up in the 70s and knows wtf pot is supposed to be like... go around to the farms and test the harvested batches... allowing only for the plants that live up to the expectations to be distributed.. no more ripping people off... arkansas needs to legislate personal growing and end this high price for rip off quality sham...economies tuff enough.. pot should be like tomatoes . buy em or grow em,2020-10-21 5:14:43,"{'labels': {'CARDINAL': 1, 'ORG': 1, 'PRODUCT': 2, 'PRODUCT_TAG': 2, 'STRAIN': 1}, 'entities': [{'key': 'maybe', 'label': 'ORG', 'text': 'maybe', 'token_end': 1, 'token_start': 0}, {'key': 'wtf', 'label': 'STRAIN', 'text': 'wtf', 'token_end': 26, 'token_start': 25}, {'key': 'pot', 'label': 'PRODUCT', 'text': 'pot', 'token_end': 27, 'token_start': 26}, {'key': 'plant', 'label': 'PRODUCT', 'text': 'plants', 'token_end': 49, 'token_start': 48}, {'key': 'rip', 'label': 'PRODUCT_TAG', 'text': 'rip', 'token_end': 78, 'token_start': 77}, {'key': 'economy', 'label': 'PRODUCT_TAG', 'text': 'economies', 'token_end': 83, 'token_start': 82}, {'key': 'enough', 'label': 'CARDINAL', 'text': 'enough', 'token_end': 85, 'token_start': 84}]}"
False,Delivery,2020-10-17 12:33:57,"{'labels': {'SERVICE': 1}, 'entities': [{'key': 'delivery', 'label': 'SERVICE', 'text': 'Delivery', 'token_end': 1, 'token_start': 0}]}"
False,Looking  for a strain called luis 13,2020-11-08 23:08:05,"{'labels': {'GPE': 1, 'TAGKIND': 1}, 'entities': [{'key': 'look', 'label': 'GPE', 'text': 'Looking', 'token_end': 1, 'token_start': 0}, {'key': 'strain', 'label': 'TAGKIND', 'text': 'strain', 'token_end': 5, 'token_start': 4}]}"
False,Batteries,2020-10-25 0:51:40,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'battery', 'label': 'PRODUCT', 'text': 'Batteries', 'token_end': 1, 'token_start': 0}]}"
False,KRT vape,2020-11-13 20:53:22,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'vape', 'label': 'PRODUCT', 'text': 'vape', 'token_end': 2, 'token_start': 1}]}"
False,"I'm looking for the Cookie Factory Tinture brand CBD 1:1, can you tell me where I can purchase it?",2020-11-19 19:53:42,"{'labels': {'GPE': 2, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'CBD', 'label': 'PRODUCT_TAG', 'text': 'CBD', 'token_end': 10, 'token_start': 9}, {'key': '1:1', 'label': 'GPE', 'text': '1:1', 'token_end': 11, 'token_start': 10}, {'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 22, 'token_start': 21}]}"
False,Couldn’t find granddaddy purple within 50 miles of me. Sucks but it’s true,2020-10-27 1:45:57,"{'labels': {'GPE': 1, 'ORG': 1, 'SERVICE': 1, 'STRAIN': 1}, 'entities': [{'key': 'Could', 'label': 'ORG', 'text': 'Could', 'token_end': 1, 'token_start': 0}, {'key': 'granddaddy purple', 'label': 'STRAIN', 'text': 'granddaddy purple', 'token_end': 5, 'token_start': 3}, {'key': 'mile', 'label': 'SERVICE', 'text': 'miles', 'token_end': 8, 'token_start': 7}, {'key': 'true', 'label': 'GPE', 'text': 'true', 'token_end': 16, 'token_start': 15}]}"
False,Tea bags of weed but tea that wont stink up the house,2020-11-12 5:04:16,"{'labels': {'PRODUCT_TAG': 3}, 'entities': [{'key': 'tea', 'label': 'PRODUCT_TAG', 'text': 'Tea', 'token_end': 1, 'token_start': 0}, {'key': 'tea', 'label': 'PRODUCT_TAG', 'text': 'tea', 'token_end': 6, 'token_start': 5}, {'key': 'stink', 'label': 'PRODUCT_TAG', 'text': 'stink', 'token_end': 10, 'token_start': 9}]}"
False,Blue cookies terpene,2020-10-28 2:23:06,"{'labels': {'PRODUCT': 1, 'STRAIN': 1}, 'entities': [{'key': 'blue cookie', 'label': 'STRAIN', 'text': 'Blue cookies', 'token_end': 2, 'token_start': 0}, {'key': 'terpene', 'label': 'PRODUCT', 'text': 'terpene', 'token_end': 3, 'token_start': 2}]}"
False,I can't find what I'm looking for because the people can't carry what I need you guys are doing great so far,2020-11-17 15:39:41,"{'labels': {}, 'entities': []}"
False,Always looking for ounces of sour diesel. Seldom find it.,2020-11-24 19:21:23,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'sour diesel', 'label': 'STRAIN', 'text': 'sour diesel', 'token_end': 7, 'token_start': 5}]}"
False,"Enable a sort feature, you greedy fucks",2020-11-20 10:11:35,"{'labels': {}, 'entities': []}"
True,clones need a better description to explain the benefits. Like what kind of seed do you need to grow it?,2020-11-20 12:59:08,"{'labels': {'GPE': 1, 'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'clone', 'label': 'PRODUCT', 'text': 'clones', 'token_end': 1, 'token_start': 0}, {'key': 'explain', 'label': 'PRODUCT_TAG', 'text': 'explain', 'token_end': 7, 'token_start': 6}, {'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 22, 'token_start': 21}]}"
False,Can't look for specific quantities--14 gr or 28gr .  Also how about listing the potency without having to click on every one.,2020-11-22 3:08:48,"{'labels': {'GPE': 2}, 'entities': [{'key': 'quantities--14', 'label': 'GPE', 'text': 'quantities--14', 'token_end': 6, 'token_start': 5}, {'key': 'click', 'label': 'GPE', 'text': 'click', 'token_end': 21, 'token_start': 20}]}"
False,Looking for 200mg gummies,2020-11-14 2:24:26,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': '200 mg', 'label': 'PRODUCT_TAG', 'text': '200mg', 'token_end': 4, 'token_start': 2}, {'key': 'gummie', 'label': 'PRODUCT', 'text': 'gummies', 'token_end': 5, 'token_start': 4}]}"
False,I need some weed I can roll up and smoke,2020-11-18 3:21:26,"{'labels': {}, 'entities': []}"
False,weedseeds.site,2020-10-31 8:05:16,"{'labels': {}, 'entities': []}"
False,"All of the filter choices are gone!! (miles, type, etc)",2020-11-13 18:04:08,"{'labels': {'GPE': 1, 'SERVICE': 1}, 'entities': [{'key': 'mile', 'label': 'SERVICE', 'text': 'miles', 'token_end': 11, 'token_start': 10}, {'key': 'type', 'label': 'GPE', 'text': 'type', 'token_end': 13, 'token_start': 12}]}"
False,i need cbd oil,2020-07-10 23:53:44,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'cbd', 'label': 'PRODUCT_TAG', 'text': 'cbd', 'token_end': 3, 'token_start': 2}, {'key': 'oil', 'label': 'PRODUCT', 'text': 'oil', 'token_end': 4, 'token_start': 3}]}"
False,cheese,2020-07-12 0:03:39,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'cheese', 'label': 'STRAIN', 'text': 'cheese', 'token_end': 1, 'token_start': 0}]}"
False,Sexxpot Or Oakland OG indica I was looking for. Thank you,2020-08-20 18:12:09,"{'labels': {'GPE': 1, 'PRODUCT_TAG': 1, 'STRAIN': 1}, 'entities': [{'key': 'Sexxpot', 'label': 'STRAIN', 'text': 'Sexxpot', 'token_end': 1, 'token_start': 0}, {'key': 'Oakland', 'label': 'GPE', 'text': 'Oakland', 'token_end': 3, 'token_start': 2}, {'key': 'indica', 'label': 'PRODUCT_TAG', 'text': 'indica', 'token_end': 5, 'token_start': 4}]}"
False,"I am looking to give a review on beyond/hello in Reading, Pa. Could not find it ",2020-08-27 0:43:53,"{'labels': {'GPE': 1}, 'entities': [{'key': 'Reading', 'label': 'GPE', 'text': 'Reading', 'token_end': 13, 'token_start': 12}]}"
False,Dank woods is what I’m looking for,2020-07-11 21:56:29,"{'labels': {'RETAILER': 1}, 'entities': [{'key': 'Dank wood', 'label': 'RETAILER', 'text': 'Dank woods', 'token_end': 2, 'token_start': 0}]}"
False,Can narrow it down but unable to find a location tab to view where it is located for sale,2020-09-01 18:09:12,"{'labels': {'PRODUCT': 1, 'SERVICE': 1}, 'entities': [{'key': 'location', 'label': 'PRODUCT', 'text': 'location', 'token_end': 10, 'token_start': 9}, {'key': 'sale', 'label': 'SERVICE', 'text': 'sale', 'token_end': 19, 'token_start': 18}]}"
False,Zaza,2020-07-12 17:32:35,"{'labels': {}, 'entities': []}"
False,"There is a new Trulieve MMTC located in Longwood, FL. I am trying to find reviews of this location.
820 W. SR 434
Longwood, FL 32750",2020-08-27 10:42:41,"{'labels': {'GPE': 6, 'RETAILER': 1}, 'entities': [{'key': 'Longwood', 'label': 'GPE', 'text': 'Longwood', 'token_end': 9, 'token_start': 8}, {'key': 'FL', 'label': 'GPE', 'text': 'FL', 'token_end': 11, 'token_start': 10}, {'key': '820', 'label': 'GPE', 'text': '820', 'token_end': 24, 'token_start': 23}, {'key': 'SR 434', 'label': 'RETAILER', 'text': 'SR 434\n', 'token_end': 28, 'token_start': 25}, {'key': 'longwood', 'label': 'GPE', 'text': 'Longwood', 'token_end': 29, 'token_start': 28}, {'key': 'FL', 'label': 'GPE', 'text': 'FL', 'token_end': 31, 'token_start': 30}, {'key': '32750', 'label': 'GPE', 'text': '32750', 'token_end': 32, 'token_start': 31}]}"
False,No body in mangotsfield Bristol,2020-07-13 19:58:44,"{'labels': {'GPE': 2}, 'entities': [{'key': 'no body', 'label': 'GPE', 'text': 'No body', 'token_end': 2, 'token_start': 0}, {'key': 'mangotsfield Bristol', 'label': 'GPE', 'text': 'mangotsfield Bristol', 'token_end': 5, 'token_start': 3}]}"
False,"Please include more information on terpenes, menus that are complete, thc, and cbd amounts.",2020-07-14 17:03:18,"{'labels': {'GPE': 1, 'PRODUCT_TAG': 3, 'TAGKIND': 1}, 'entities': [{'key': 'terpene', 'label': 'TAGKIND', 'text': 'terpenes', 'token_end': 6, 'token_start': 5}, {'key': 'menu', 'label': 'GPE', 'text': 'menus', 'token_end': 8, 'token_start': 7}, {'key': 'complete', 'label': 'PRODUCT_TAG', 'text': 'complete', 'token_end': 11, 'token_start': 10}, {'key': 'thc', 'label': 'PRODUCT_TAG', 'text': 'thc', 'token_end': 13, 'token_start': 12}, {'key': 'cbd', 'label': 'PRODUCT_TAG', 'text': 'cbd', 'token_end': 16, 'token_start': 15}]}"
False,Within 100 miles,2020-09-07 4:16:52,"{'labels': {'SERVICE': 1, 'STRAIN': 1}, 'entities': [{'key': 'within 100', 'label': 'STRAIN', 'text': 'Within 100', 'token_end': 2, 'token_start': 0}, {'key': 'mile', 'label': 'SERVICE', 'text': 'miles', 'token_end': 3, 'token_start': 2}]}"
False,"Im looking for CBN Patches by Mary's Medicinals. 
Does anyone carry them? Where can i purchase if not local? 
",2020-08-14 22:45:38,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 3, 'SERVICE': 1}, 'entities': [{'key': 'CBN', 'label': 'PRODUCT_TAG', 'text': 'CBN', 'token_end': 5, 'token_start': 4}, {'key': 'Patches', 'label': 'PRODUCT', 'text': 'Patches', 'token_end': 6, 'token_start': 5}, {'key': 'Medicinals', 'label': 'SERVICE', 'text': 'Medicinals', 'token_end': 10, 'token_start': 9}, {'key': 'carry', 'label': 'PRODUCT_TAG', 'text': 'carry', 'token_end': 15, 'token_start': 14}, {'key': 'local', 'label': 'PRODUCT_TAG', 'text': 'local', 'token_end': 24, 'token_start': 23}]}"
False,"My address is 215 Church St. Brockville On. K6V3Y4

Not- 223 Church St. Please change",2020-07-16 14:23:23,"{'labels': {'GPE': 2, 'ORG': 1, 'PRODUCT_TAG': 1, 'RETAILER': 1}, 'entities': [{'key': '-PRON- address', 'label': 'GPE', 'text': 'My address', 'token_end': 2, 'token_start': 0}, {'key': 'Brockville', 'label': 'GPE', 'text': 'Brockville', 'token_end': 7, 'token_start': 6}, {'key': 'Not- 223 Church', 'label': 'RETAILER', 'text': 'Not- 223 Church', 'token_end': 14, 'token_start': 11}, {'key': 'St. please', 'label': 'ORG', 'text': 'St. Please', 'token_end': 16, 'token_start': 14}, {'key': 'change', 'label': 'PRODUCT_TAG', 'text': 'change', 'token_end': 17, 'token_start': 16}]}"
False,I'm looking for straight CBD flavored vape pens.,2020-08-15 0:15:29,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'CBD', 'label': 'PRODUCT_TAG', 'text': 'CBD', 'token_end': 6, 'token_start': 5}, {'key': 'vape pen', 'label': 'PRODUCT', 'text': 'vape pens', 'token_end': 9, 'token_start': 7}]}"
False,White on white buds,2020-09-13 17:39:32,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'white on', 'label': 'STRAIN', 'text': 'White on', 'token_end': 2, 'token_start': 0}]}"
False,Thc spray or oils,2020-07-16 20:52:49,"{'labels': {'PRODUCT_TAG': 1}, 'entities': [{'key': 'Thc', 'label': 'PRODUCT_TAG', 'text': 'Thc', 'token_end': 1, 'token_start': 0}]}"
False,"High Thc content 
Flower/Sativa.....
Alert, energy ,clear thoughts",2020-07-17 14:57:03,"{'labels': {'GPE': 3, 'PRODUCT': 1, 'PRODUCT_TAG': 2}, 'entities': [{'key': 'Thc', 'label': 'PRODUCT_TAG', 'text': 'Thc', 'token_end': 2, 'token_start': 1}, {'key': 'Flower', 'label': 'PRODUCT', 'text': 'Flower', 'token_end': 5, 'token_start': 4}, {'key': 'Sativa', 'label': 'PRODUCT_TAG', 'text': 'Sativa', 'token_end': 7, 'token_start': 6}, {'key': 'alert', 'label': 'GPE', 'text': 'Alert', 'token_end': 10, 'token_start': 9}, {'key': 'energy', 'label': 'GPE', 'text': 'energy', 'token_end': 12, 'token_start': 11}, {'key': 'clear thought', 'label': 'GPE', 'text': 'clear thoughts', 'token_end': 15, 'token_start': 13}]}"
False,I am looking for pure CBD edibles do you carry any such thing and are you a delivery service? Do you deliver to Oceanside 92058?,2020-07-17 17:42:56,"{'labels': {'GPE': 3, 'PRODUCT': 2, 'PRODUCT_TAG': 2, 'SERVICE': 2}, 'entities': [{'key': 'CBD', 'label': 'PRODUCT_TAG', 'text': 'CBD', 'token_end': 6, 'token_start': 5}, {'key': 'edible', 'label': 'PRODUCT', 'text': 'edibles', 'token_end': 7, 'token_start': 6}, {'key': 'such', 'label': 'PRODUCT_TAG', 'text': 'such', 'token_end': 12, 'token_start': 11}, {'key': 'thing', 'label': 'PRODUCT', 'text': 'thing', 'token_end': 13, 'token_start': 12}, {'key': 'delivery', 'label': 'SERVICE', 'text': 'delivery', 'token_end': 18, 'token_start': 17}, {'key': 'deliver', 'label': 'SERVICE', 'text': 'deliver', 'token_end': 23, 'token_start': 22}, {'key': 'oceanside', 'label': 'GPE', 'text': 'Oceanside', 'token_end': 25, 'token_start': 24}, {'key': '92058', 'label': 'GPE', 'text': '92058', 'token_end': 26, 'token_start': 25}, {'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 27, 'token_start': 26}]}"
False,This is a waste of time,2020-07-17 21:51:22,"{'labels': {}, 'entities': []}"
False,Blue cheese,2020-07-18 14:21:16,"{'labels': {'PRODUCT_TAG': 1}, 'entities': [{'key': 'blue cheese', 'label': 'PRODUCT_TAG', 'text': 'Blue cheese', 'token_end': 2, 'token_start': 0}]}"
False,Looking for indica and maybe hybrids.,2020-08-28 8:36:55,"{'labels': {'PRODUCT_TAG': 1}, 'entities': [{'key': 'indica', 'label': 'PRODUCT_TAG', 'text': 'indica', 'token_end': 3, 'token_start': 2}]}"
False,Thc pens,2020-09-03 15:40:56,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'Thc', 'label': 'PRODUCT_TAG', 'text': 'Thc', 'token_end': 1, 'token_start': 0}, {'key': 'pen', 'label': 'PRODUCT', 'text': 'pens', 'token_end': 2, 'token_start': 1}]}"
False,Good deal on flowers,2020-07-19 0:04:50,"{'labels': {'PRODUCT': 1, 'SERVICE': 1}, 'entities': [{'key': 'deal', 'label': 'SERVICE', 'text': 'deal', 'token_end': 2, 'token_start': 1}, {'key': 'flower', 'label': 'PRODUCT', 'text': 'flowers', 'token_end': 4, 'token_start': 3}]}"
False,Pax era pods,2020-08-17 13:57:47,"{'labels': {'ORG': 1, 'PRODUCT': 1}, 'entities': [{'key': 'Pax', 'label': 'ORG', 'text': 'Pax', 'token_end': 1, 'token_start': 0}, {'key': 'pod', 'label': 'PRODUCT', 'text': 'pods', 'token_end': 3, 'token_start': 2}]}"
